id,domain,capability,replit_role,evidence_class,evidence,evidence_refs,replit_authority,vibeflow_equivalent,vibeflow_authority_rule,canonical_decision,decision,candidate,license_commercial_posture,priority,verification_gate,rationale
R2V-255,"13 Observability, analytics and incident response",Monitoring-to-Agent remediation,Production monitoring can be used to investigate/fix incidents with Agent.,DOCUMENTED,D,Replit Docs: monitoring; security changelogs,Observability + Agent,Incident -> Task -> Verification Loop,"VibeFlow is authoritative for Incident -> Task -> Verification Loop state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,OTel alerts + task scheduler,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Key closed-loop capability with explicit verification before release.
R2V-256,"13 Observability, analytics and incident response",Production logs,Agent and users can inspect deployment logs.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Operations,LogSourceBinding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for LogSourceBinding.",BRIDGE,BRIDGE,OTel/log provider APIs,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,"Use scoped, read-only diagnostic grants."
R2V-257,"13 Observability, analytics and incident response",Sentry error/tracing integration,Compiled client contains Sentry links/instrumentation and native Sentry libraries.,PACKAGE-PROVEN,P-HBC+NATIVE,Hermes security cluster; native libs,Mobile/web telemetry,Error/Trace Exporter,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Error/Trace Exporter.,ADOPT,ADOPT,OpenTelemetry + optional Sentry exporter,MIT; Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Avoid making Sentry data model authoritative.
R2V-258,"13 Observability, analytics and incident response",Statsig feature/experiment targeting,Compiled bundle contains Statsig user/experiment indicators.,PACKAGE-PROVEN,P-HBC,Hermes semantic flags; StatsigUserDocument,Experiment platform,Feature Flag Provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Feature Flag Provider.",BRIDGE,ADOPT/BRIDGE,OpenFeature + provider,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Use standard flag abstraction where possible.
R2V-259,"14 Design, visual creation and artifact composition",Animation/video artifact,Current Project Editor supports non-code artifacts.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Artifact system,ArtifactType: media,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,External tool/provider,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Architecture should not assume artifact=repository.
R2V-260,"14 Design, visual creation and artifact composition",Apply design changes back to app,Selected design changes can be applied to application source through Agent.,DOCUMENTED,D,Replit Docs: Canvas,Design + Agent + workspace,Design-to-Code Task,"VibeFlow is authoritative for Design-to-Code Task state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN ORCHESTRATION,Agent task with selected artifact refs,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Must become a normal verified code mutation task.
R2V-261,"14 Design, visual creation and artifact composition",Canvas / visual board,"Infinite board for artifacts, designs, previews and Agent interaction.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit design system,Artifact Board (later),Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Excalidraw/Konva/React Flow primitives,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Valuable but not MVP control-plane core.
R2V-262,"14 Design, visual creation and artifact composition",Canvas annotations/shapes/sticky notes,Users can sketch and annotate design intent visually.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,Design Annotation Artifact,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Canvas primitives,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,"Potential Agent context/evidence, not core workspace."
R2V-263,"14 Design, visual creation and artifact composition",Canvas frames,Artifacts/designs are presented as frames that can be moved/resized/compared.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,Artifact Frame,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Custom canvas frame model,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,"Frame is presentation of Artifact, not the Artifact authority."
R2V-264,"14 Design, visual creation and artifact composition",Design artifact,Canvas/design frame artifact.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Artifact system,ArtifactType: design,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Canvas primitives,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,"Model now, implement later."
R2V-265,"14 Design, visual creation and artifact composition",Detached design mockup frame,Design frame is explicitly separate from live app/backend until applied.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,DesignArtifact,"VibeFlow is authoritative for DesignArtifact state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN LATER,Design artifact schema,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Critical separation: design state != runtime state.
R2V-266,"14 Design, visual creation and artifact composition",Deterministic Visual Editor changes,Simple text/color/spacing changes mutate source directly without Agent.,DOCUMENTED,D,Replit Docs: Visual Editor,Visual editor,Deterministic Source Transformation,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,AST/CSS/DOM mapping engine,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Useful only with reliable source↔render element mapping.
R2V-267,"14 Design, visual creation and artifact composition",Figma design import and Figma MCP paths,Figma can enter Replit through import flow or live MCP context.,DOCUMENTED,D,Replit Docs: Canvas; Figma MCP,Design import/integration,Design Provider Binding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Design Provider Binding.",BRIDGE,BRIDGE,Figma API/MCP,MIT,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Keep import artifact and live tool connection distinct.
R2V-268,"14 Design, visual creation and artifact composition",Generate multiple design alternatives,Agent can create side-by-side design directions for comparison.,DOCUMENTED,D,Replit Docs: Canvas,Agent + Design,Artifact Variant Set,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Agent task + artifact graph,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Treat variants as immutable artifacts with lineage.
R2V-269,"14 Design, visual creation and artifact composition",Infinite Design Canvas,"Canvas is an infinite visual board for live apps, designs, media and notes.",DOCUMENTED,D,Replit Docs: Canvas,Design plane,Artifact Canvas,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,tldraw/Konva/React Flow + custom artifact graph,license review / commercial terms may apply,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Useful later; typed artifact graph is prerequisite.
R2V-270,"14 Design, visual creation and artifact composition",Live app preview frame on Canvas,Running application can appear interactively beside design mockups.,DOCUMENTED,D,Replit Docs: Canvas,Design + preview plane,Preview Artifact Frame,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,PreviewEndpoint embedded in Canvas,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Bridge preview provider into visual board.
R2V-271,"14 Design, visual creation and artifact composition",Map multi-screen user flows,Canvas arranges multiple frames to represent journeys/flows.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,Artifact Relationship Graph,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Graph edges over artifacts,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Artifact graph already supports this naturally.
R2V-272,"14 Design, visual creation and artifact composition",Multiple responsive device-size variants,Canvas can show mobile/tablet/desktop frame variants.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,Viewport Variant,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Responsive preview presets,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Useful validation artifact.
R2V-273,"14 Design, visual creation and artifact composition",PNG export from design frame,Canvas frame can be exported as PNG for sharing/reference.,DOCUMENTED,D,Replit Docs: Canvas,Design plane,Artifact Export,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Artifact Export.,ADOPT,ADOPT,Browser rendering/screenshot,VERIFY PER DEPENDENCY,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Commodity export.
R2V-274,"14 Design, visual creation and artifact composition",Slides artifact,Agent can create/publish/export slide decks.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Artifact system,ArtifactType: slides,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,LibreOffice/PPTX tooling,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Non-core but artifact model should permit it.
R2V-275,"14 Design, visual creation and artifact composition",Visual Editor,Deterministic visual edits with Agent handoff for complex changes.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit visual editor,Deterministic UI edit adapter,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,DOM/AST transforms + Agent fallback,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Interesting differentiator after workspace foundation.
R2V-276,"14 Design, visual creation and artifact composition",Visual Editor Agent fallback,Complex visual edits hand off targeted context to Agent.,DOCUMENTED,D,Replit Docs: Visual Editor,Visual editor + Agent,VisualEdit -> Task Handoff,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Metadata selection + coding agent,CUSTOM/OWNED,P2,Artifact lineage + deterministic edit/source mapping + visual regression,Preserve selected element/source provenance.
